# NIKKE 第31章 转录
视频ID: yPdi283EIk4
[00:22:18] クリスタル掃除機みたいなものでも担いで
[00:22:22] くるのかと思ってたけどなぜか分かるか
[00:22:22] くるのかと思ってたけどなぜか分かるか
[00:22:26] わかんないから聞いてるの作戦を落的に
[00:22:26] わかんないから聞いてるの作戦を落的に
[00:22:28] 考える
[00:22:29] 考える
[00:22:33] を想定しろどういう意味
[00:22:33] を想定しろどういう意味
[00:22:38] をこれだから三流はすぐに攻殻されて
[00:22:38] をこれだから三流はすぐに攻殻されて
[00:22:42] しまいましたねピピルグリムや
[00:22:42] しまいましたねピピルグリムや
[00:22:46] ヘレティックと遭遇する可能性が高いから
[00:22:46] ヘレティックと遭遇する可能性が高いから
[00:22:50] グレイブっていうピルグリムも有効的では
[00:22:50] グレイブっていうピルグリムも有効的では
[00:22:56] なさそうだしそれに未の知的生命体まで
[00:22:56] なさそうだしそれに未の知的生命体まで
[00:23:00] いるかもしれないんでしょ
[00:23:00] いるかもしれないんでしょ
[00:23:04] ヘレティックがいるのは間違いないし
[00:23:04] ヘレティックがいるのは間違いないし
[00:23:05] なるほど
[00:23:05] なるほど
[00:23:09] 対ヘレティック用の戦力ってこと
[00:23:09] 対ヘレティック用の戦力ってこと
[00:23:14] ねうんそれならメティスの皆さんでは
[00:23:14] ねうんそれならメティスの皆さんでは
[00:23:18] メティスも戦闘ではお強いですよねなぜだ
[00:23:18] メティスも戦闘ではお強いですよねなぜだ
[00:23:23] と思うアブソルートと仲が悪いとかあいつ
[00:23:23] と思うアブソルートと仲が悪いとかあいつ
[00:23:26] らの主力武装や動力は電気エネルギーとの
[00:23:26] らの主力武装や動力は電気エネルギーとの
[00:23:29] ハイブリッドだタルに餌をくれてやるも
[00:23:30] ハイブリッドだタルに餌をくれてやるも
[00:23:34] 同然になるつまりあいつらはこの戦場に来
[00:23:34] 同然になるつまりあいつらはこの戦場に来
[00:23:38] られないここにいるっていうヘレティック
[00:23:38] られないここにいるっていうヘレティック
[00:23:40] の情報が少なすぎるのよ
[00:23:40] の情報が少なすぎるのよ
[00:23:45] ねだからヘレティックとの好戦経験がある
[00:23:45] ねだからヘレティックとの好戦経験がある
[00:23:50] 舞台に候補が絞られてそれが私たちと
[00:23:50] 舞台に候補が絞られてそれが私たちと
[00:23:53] あなたたちだったってこと
[00:23:53] あなたたちだったってこと
[00:23:57] よ私たちヘレティックぐらいの相手が出
[00:23:57] よ私たちヘレティックぐらいの相手が出
[00:24:03] ないと会うのも難しくなっちゃったわねう
[00:24:03] ないと会うのも難しくなっちゃったわねう
[00:24:07] うんカウンターズも忙しくなった
[00:24:07] うんカウンターズも忙しくなった
[00:24:12] からみんな重要な戦力になってるし最初の
[00:24:12] からみんな重要な戦力になってるし最初の
[00:24:17] 扱いと比べたら随分変わったわよね私が来
[00:24:17] 扱いと比べたら随分変わったわよね私が来
[00:24:20] てから勢いに乗るようになったと思いませ
[00:24:20] てから勢いに乗るようになったと思いませ
[00:24:30] て2つ目の視点に到着しまし
[00:24:30] て2つ目の視点に到着しまし
[00:24:34] た作業を開始してください今度は私がやっ
[00:24:34] た作業を開始してください今度は私がやっ
[00:24:39] てみるわウファの胸を借りるつもりで何
[00:24:39] てみるわウファの胸を借りるつもりで何
[00:24:49] でしょう殺すぞ三流がちょちょっと待って
[00:24:49] でしょう殺すぞ三流がちょちょっと待って
[00:24:52] 本気でそれを打つつもりうん口を
[00:24:52] 本気でそれを打つつもりうん口を
[00:24:56] 吹き飛ばすだけにしておいてやるじゃあ口
[00:24:56] 吹き飛ばすだけにしておいてやるじゃあ口
[00:25:05] ちちあらウファ大丈夫
[00:25:05] ちちあらウファ大丈夫
[00:25:08] 体が震えてる
[00:25:08] 体が震えてる
[00:25:14] わ全くまだまだおこちゃまですねネオン
[00:25:14] わ全くまだまだおこちゃまですねネオン
[00:25:20] よ
[00:25:20] よ
[00:25:24] ふう本当に大したことないのねビーコンを
[00:25:24] ふう本当に大したことないのねビーコンを
[00:25:29] 置いた場所に悔が飛んでくるそしたら後は
[00:25:29] 置いた場所に悔が飛んでくるそしたら後は
[00:25:32] アークの基礎構造物がクリスタルを潰すの
[00:25:32] アークの基礎構造物がクリスタルを潰すの
[00:25:35] を待つだけこのペースで行けばあっという
[00:25:35] を待つだけこのペースで行けばあっという
[00:25:36] 間じゃ
[00:25:36] 間じゃ
[00:25:38] [音楽]
[00:25:39] [音楽]
[00:25:42] ない確認していますデータハイジャックの
[00:25:42] ない確認していますデータハイジャックの
[00:25:47] 思考が確認できました逆地を行います近い
[00:25:47] 思考が確認できました逆地を行います近い
[00:25:52] ですね座標を送信します受信しました案内
[00:25:52] ですね座標を送信します受信しました案内
[00:26:12] わ
[00:26:12] わ
[00:26:15] うーんどうしよう
[00:26:15] うーんどうしよう
[00:26:19] かしら私が話してもいいラッピー
[00:26:19] かしら私が話してもいいラッピー
[00:26:24] ええじゃあ久しぶりにおしりしちゃおう
[00:26:24] ええじゃあ久しぶりにおしりしちゃおう
[00:26:30] かしらでも結局のところ本当に大した話
[00:26:30] かしらでも結局のところ本当に大した話
[00:26:34] じゃないのよアブソルートができた後
[00:26:34] じゃないのよアブソルートができた後
[00:26:38] しばらくしてラピが交流したんだけどすぐ
[00:26:38] しばらくしてラピが交流したんだけどすぐ
[00:26:43] に適用してくれて明日ともにエリシオン
[00:26:43] に適用してくれて明日ともにエリシオン
[00:26:47] 最強の部隊になったわアブソルートを基準
[00:26:47] 最強の部隊になったわアブソルートを基準
[00:26:52] に教本が何度も改定されるぐらい大活躍を
[00:26:52] に教本が何度も改定されるぐらい大活躍を
[00:26:57] よあの頃
[00:26:57] よあの頃
[00:27:06] にとにかくそんな感じで過ごしてたらある
[00:27:06] にとにかくそんな感じで過ごしてたらある
[00:27:11] 日急にラピがアブソルートを脱退したって
[00:27:11] 日急にラピがアブソルートを脱退したって
[00:27:18] 書面で知らされてうんそれでおしまい本当
[00:27:18] 書面で知らされてうんそれでおしまい本当
[00:27:23] にそれだけええそうよすごくびっくりした
[00:27:23] にそれだけええそうよすごくびっくりした
[00:27:25] わ本当
[00:27:25] わ本当
[00:27:29] に何の前ぶれもな
[00:27:30] に何の前ぶれもな
[00:27:33] からウファは特にラピに当たりが強い気が
[00:27:33] からウファは特にラピに当たりが強い気が
[00:27:34] します
[00:27:34] します
[00:27:39] けどそれには何か理由が最高の相棒を
[00:27:39] けどそれには何か理由が最高の相棒を
[00:27:43] 見つけたと思ってたからでしょうねラピと
[00:27:43] 見つけたと思ってたからでしょうねラピと
[00:27:48] 一緒なら地上奪還も夢じゃないって口癖
[00:27:48] 一緒なら地上奪還も夢じゃないって口癖
[00:27:51] みたいに話してた
[00:27:51] みたいに話してた
[00:27:56] わ信じられるウァが自分から誰かと肩を
[00:27:56] わ信じられるウァが自分から誰かと肩を
[00:28:00] 組んだりを付き合わせたりしてたなんて
[00:28:01] 組んだりを付き合わせたりしてたなんて
[00:28:02] 最初から最後
[00:28:02] 最初から最後
[00:28:07] までラピのことが大好きだったのそれが
[00:28:07] までラピのことが大好きだったのそれが
[00:28:10] あんな形の別れになっちゃった
[00:28:10] あんな形の別れになっちゃった
[00:28:16] から気持ちは分かるのよねあの性格なら
[00:28:16] から気持ちは分かるのよねあの性格なら
[00:28:19] 探し出してでも首ねこつかんで問い詰め
[00:28:19] 探し出してでも首ねこつかんで問い詰め
[00:28:25] そうだけどうウファはねそれから何度も
[00:28:25] そうだけどうウファはねそれから何度も
[00:28:28] ラピを探しに行ったの
[00:28:28] ラピを探しに行ったの
[00:28:33] でも会えなかったって言ってた
[00:28:33] でも会えなかったって言ってた
[00:28:36] ま前から聞きたかったんだ
[00:28:36] ま前から聞きたかったんだ
[00:28:40] けどなんで会えなかったの
[00:28:40] けどなんで会えなかったの
[00:28:45] い忙しかったから私が避けていたから
[00:28:45] い忙しかったから私が避けていたから
[00:28:52] えどどうして合わせる顔がなかった
[00:28:52] えどどうして合わせる顔がなかった
[00:28:59] から意外と臆病なんだねラピそう
[00:28:59] から意外と臆病なんだねラピそう
[00:29:01] ね
[00:29:01] ね
[00:29:07] ラピウファにはしたことあるその
[00:29:07] ラピウファにはしたことあるその
[00:29:10] 話ないのね
[00:29:10] 話ないのね
[00:29:16] そうなぜかは聞かないわでもねラピ
[00:29:16] そうなぜかは聞かないわでもねラピ
[00:29:19] きちんと区切りをつけないと終わりは来
[00:29:19] きちんと区切りをつけないと終わりは来
[00:29:24] ないのよどんな理由でもここでおしまいよ
[00:29:24] ないのよどんな理由でもここでおしまいよ
[00:29:29] って言っておく必要があると思うはそうし
[00:29:29] って言っておく必要があると思うはそうし
[00:29:30] ない
[00:29:30] ない
[00:29:35] と新しく始めることもできない
[00:29:35] と新しく始めることもできない
[00:29:36] でしょ
[00:29:36] でしょ
[00:29:43] てる
[00:29:43] てる
[00:29:49] ウファ呼ぶな分かってるみんな隠れてアノ
[00:29:49] ウファ呼ぶな分かってるみんな隠れてアノ
[00:30:00] 確認周辺にラプチャーの反応はありません
[00:30:00] 確認周辺にラプチャーの反応はありません
[00:30:20] だろ私が足を狙うそれ
[00:30:21] だろ私が足を狙うそれ
[00:30:43] ハイド流弾か手性かしら爆発が不安定だわ
[00:30:43] ハイド流弾か手性かしら爆発が不安定だわ
[00:30:51] ぞもう近寄らせないつもりね私が行くわ
[00:30:51] ぞもう近寄らせないつもりね私が行くわ
[00:30:53] 援護して
[00:30:53] 援護して
[00:31:25] すれ足元を
[00:31:25] すれ足元を
[00:31:59] 発生すごいですねたった数で仕留める
[00:31:59] 発生すごいですねたった数で仕留める
[00:32:03] なんてエマ引き続き警戒
[00:32:03] なんてエマ引き続き警戒
[00:32:09] 了解三流行け私ですか
[00:32:09] 了解三流行け私ですか
[00:32:21] だろ何を聞き出すつもりか知らないが行け
[00:32:21] だろ何を聞き出すつもりか知らないが行け
[00:32:25] お前は口だけは達しだチャンスをやる
[00:32:25] お前は口だけは達しだチャンスをやる
[00:32:30] ただし危険だと判断したら攻撃するう
[00:32:30] ただし危険だと判断したら攻撃するう
[00:32:35] ウファ作戦目標はターゲットの殲滅または
[00:32:35] ウファ作戦目標はターゲットの殲滅または
[00:32:41] 捕獲って責任は取る
[00:32:41] 捕獲って責任は取る
[00:33:16] すヘル
[00:33:16] すヘル
[00:33:18] ティック
[00:33:18] ティック
[00:33:25] ない
[00:33:25] ない
[00:33:46] ないそれ
[00:33:46] ないそれ
[00:33:58] なあ奪われる
[00:33:58] なあ奪われる
[00:34:00] くい
[00:34:00] くい
[00:34:01] なら
[00:34:01] なら
[00:34:19] すましで何考えてんだ
[00:34:19] すましで何考えてんだ
[00:34:39] ん
[00:34:39] ん
[00:34:48] うんお前男じゃねえあれは反応が死
[00:34:48] うんお前男じゃねえあれは反応が死
[00:34:50] [音楽]
[00:34:50] [音楽]
[00:35:08] へえこれを止められんのあなた
[00:35:08] へえこれを止められんのあなた
[00:35:11] 何者ベヒモス
[00:35:11] 何者ベヒモス
[00:35:17] 4体の獣が大地に降り立ち死をゆがし川は
[00:35:17] 4体の獣が大地に降り立ち死をゆがし川は
[00:35:22] 溢れ天は覆われ青き火が焼き
[00:35:22] 溢れ天は覆われ青き火が焼き
[00:35:46] ぐし
[00:35:46] ぐし
[00:36:09] [音楽]
[00:36:09] [音楽]
[00:36:12] おらおら避けろ
[00:36:12] おらおら避けろ
[00:36:14] 避けろ叩きつけたらあっちこっちに
[00:36:14] 避けろ叩きつけたらあっちこっちに
[00:36:52] [音楽]
[00:36:52] [音楽]
[00:36:58] よ追跡する同じ意見よげて気絶していた
[00:36:58] よ追跡する同じ意見よげて気絶していた
[00:37:08] ないグレイブと推定される反応は低速で
[00:37:08] ないグレイブと推定される反応は低速で
[00:37:11] 移動中ですおそらく負傷していると思われ
[00:37:11] 移動中ですおそらく負傷していると思われ
[00:37:17] ますあとベヒモスという個体はそれが最初
[00:37:17] ますあとベヒモスという個体はそれが最初
[00:37:20] に出現した時からそうでしたが何の反応も
[00:37:20] に出現した時からそうでしたが何の反応も
[00:37:24] 確認できませんそちらの目の前にいるはず
[00:37:24] 確認できませんそちらの目の前にいるはず
[00:37:28] なのに何も出できなかったんですですか
[00:37:28] なのに何も出できなかったんですですか
[00:37:32] 詳細は分かりません
[00:37:32] 詳細は分かりません
[00:37:36] ヘレティック間違いないわねあの方がここ
[00:37:36] ヘレティック間違いないわねあの方がここ
[00:37:39] のアジということでしょう
[00:37:39] のアジということでしょう
[00:37:49] [音楽]
[00:37:49] [音楽]
[00:37:53] かよし動く
[00:37:53] かよし動く
[00:37:59] ぞはいグレイブの反応を追跡します
[00:37:59] ぞはいグレイブの反応を追跡します
[00:38:18] んおよく来た
[00:38:18] んおよく来た
[00:38:22] なとりあえず持ってきたんだけど開け方が
[00:38:22] なとりあえず持ってきたんだけど開け方が
[00:38:34] これ無理やり開けたらダメなんだろ大先輩
[00:38:34] これ無理やり開けたらダメなんだろ大先輩
[00:38:39] が死んじまうらしいなってことは開けるの
[00:38:39] が死んじまうらしいなってことは開けるの
[00:38:43] に生体認証とか使う感じなんでもいいや
[00:38:43] に生体認証とか使う感じなんでもいいや
[00:38:49] 早く開けてくれよ開けたらさっさと帰れ
[00:38:49] 早く開けてくれよ開けたらさっさと帰れ
[00:38:55] やるせお前だって
[00:38:55] やるせお前だって
[00:39:01] さつまでもき方はできないだろな
[00:39:01] さつまでもき方はできないだろな
[00:39:05] かわいそうで見てらんねえよ私が自由にし
[00:39:05] かわいそうで見てらんねえよ私が自由にし
[00:39:06] てや
[00:39:06] てや
[00:39:09] るって
[00:39:09] るって
[00:39:11] 必要
[00:39:11] 必要
[00:39:15] ないそんなボロボロの体で何ができ
[00:39:15] ないそんなボロボロの体で何ができ
[00:39:16] るってん
[00:39:16] るってん
[00:39:22] だどっか景色のいい場所で余でも遅れよ
[00:39:22] だどっか景色のいい場所で余でも遅れよ
[00:39:25] 物語を書き直すだっ
[00:39:25] 物語を書き直すだっ
[00:39:35] な誰
[00:39:35] な誰
[00:39:42] も分かってくれないだから
[00:39:42] も分かってくれないだから
[00:39:49] やるみんなが知るべきこと
[00:39:49] やるみんなが知るべきこと
[00:39:52] [音楽]
[00:39:52] [音楽]
[00:39:54] 書き直すイライラすん
[00:39:54] 書き直すイライラすん
[00:40:00] な何を直すってんだ
[00:40:00] な何を直すってんだ
[00:40:02] 全部
[00:40:02] 全部
[00:40:05] 決してもう
[00:40:05] 決してもう
[00:40:21] かくだからそれは無理だっ
[00:40:21] かくだからそれは無理だっ
[00:40:43] しね甘い
[00:40:43] しね甘い
[00:40:48] 甘い武器の性能はかなり良さそうだけど
[00:40:48] 甘い武器の性能はかなり良さそうだけど
[00:40:50] 使いこなせてない
[00:40:50] 使いこなせてない
[00:41:00] だろうお前は結局人様のものを預かる
[00:41:00] だろうお前は結局人様のものを預かる
[00:41:06] くらいしかできねえんだよたで
[00:41:06] くらいしかできねえんだよたで
[00:41:22] じゃんほら動くな
[00:41:22] じゃんほら動くな
[00:41:26] よ少しでも触れたらお前の体に入っちまう
[00:41:26] よ少しでも触れたらお前の体に入っちまう
[00:41:28] ぞ
[00:41:28] ぞ
[00:41:49] [音楽]
[00:41:49] [音楽]
[00:42:00] これどうすっか
[00:42:00] これどうすっか
[00:42:03] な頼んでも
[00:42:03] な頼んでも
[00:42:06] だめ殺すって脅しても
[00:42:06] だめ殺すって脅しても
[00:42:10] だめ叩きのめしても
[00:42:10] だめ叩きのめしても
[00:42:19] なあ
[00:42:19] なあ
[00:42:22] 口笑
[00:42:22] 口笑
[00:42:24] ない参った
[00:42:24] ない参った
[00:42:28] な食でもさせてミク
[00:42:28] な食でもさせてミク
[00:42:33] ああでもあんまり良くないな頭がぶっ壊れ
[00:42:33] ああでもあんまり良くないな頭がぶっ壊れ
[00:42:35] ちまう
[00:42:35] ちまう
[00:42:46] からベヒモスとグレイブを確認仲良しには
[00:42:46] からベヒモスとグレイブを確認仲良しには
[00:42:55] ねうんあいつがここのアジってことね
[00:42:55] ねうんあいつがここのアジってことね
[00:43:00] 間違いないわそれにあのアームすごく強
[00:43:00] 間違いないわそれにあのアームすごく強
[00:43:05] そうですよね攻撃は弾くしラピもやられ
[00:43:05] そうですよね攻撃は弾くしラピもやられ
[00:43:06] ました
[00:43:07] ました
[00:43:30] かをせようとしています最悪の場合
[00:43:30] かをせようとしています最悪の場合
[00:43:33] ヘレティックが2体になるかもしれません
[00:43:33] ヘレティックが2体になるかもしれません
[00:43:42] は
[00:43:42] は
[00:43:43] オッケー
[00:43:43] オッケー
[00:43:48] はい上官を疑うとはらしくないな言われた
[00:43:48] はい上官を疑うとはらしくないな言われた
[00:43:52] ことだけをするのがお前の唯一の長所じゃ
[00:43:52] ことだけをするのがお前の唯一の長所じゃ
[00:43:54] なかった
[00:43:54] なかった
[00:43:57] かもう1つあったな
[00:43:57] かもう1つあったな
[00:44:01] 都合が悪い時は黙ることだ言い争わなくて
[00:44:01] 都合が悪い時は黙ることだ言い争わなくて
[00:44:11] [音楽]
[00:44:11] [音楽]
[00:44:14] ましょうういて
[00:44:14] ましょうういて
[00:44:21] てエマ着弾地点の確認頭部に命中してるわ
[00:44:21] てエマ着弾地点の確認頭部に命中してるわ
[00:44:29] かうミサイルコンテナオンライン全
[00:44:30] かうミサイルコンテナオンライン全
[00:44:37] [音楽]
[00:44:37] [音楽]
[00:45:15] ます
[00:45:15] ます
[00:45:18] なややられた刺され
[00:45:18] なややられた刺され
[00:45:24] てるどこにラピは右手と左腕ネオンは両足
[00:45:24] てるどこにラピは右手と左腕ネオンは両足
[00:45:31] なんだあいつはクリスタルを精密に操作
[00:45:31] なんだあいつはクリスタルを精密に操作
[00:45:38] できるのか煙の中動いた左よ化け物目
[00:45:38] できるのか煙の中動いた左よ化け物目
[00:45:43] 吹き飛ばしてあげる話の途中だ待ってろっ
[00:45:43] 吹き飛ばしてあげる話の途中だ待ってろっ
[00:46:02] 動いたらダめってことですよねそうね動か
[00:46:02] 動いたらダめってことですよねそうね動か
[00:46:05] ないで避けられる距離じゃ
[00:46:05] ないで避けられる距離じゃ
[00:46:08] ない遊びやがっ
[00:46:08] ない遊びやがっ
[00:46:19] わはいはい皆さんそこで
[00:46:19] わはいはい皆さんそこで
[00:46:27] 男お前が官と
[00:46:27] 男お前が官と
[00:46:32] だろじゃあ喋っていいのはお前だけあとは
[00:46:32] だろじゃあ喋っていいのはお前だけあとは
[00:46:41] な私を捕まえに来たのかそれともぶっ倒れ
[00:46:41] な私を捕まえに来たのかそれともぶっ倒れ
[00:46:45] てるあれの方あれは持っていっていいけど
[00:46:45] てるあれの方あれは持っていっていいけど
[00:46:48] 棺はダメだ
[00:46:48] 棺はダメだ
[00:47:02] それはこっちが聞きたいねここは私の
[00:47:02] それはこっちが聞きたいねここは私の
[00:47:09] 場所私の庭招かれざる客はお前らの方ああ
[00:47:09] 場所私の庭招かれざる客はお前らの方ああ
[00:47:14] これもっと早く聞いとけばよかったなお前
[00:47:14] これもっと早く聞いとけばよかったなお前
[00:47:20] だ
[00:47:20] だ
[00:47:23] グレイブああ
[00:47:23] グレイブああ
[00:47:26] そいつぴったりな名前じゃん
[00:47:27] そいつぴったりな名前じゃん
[00:47:41] [音楽]
[00:47:41] [音楽]
[00:47:48] うんへえ知ってんのでもお前らがなんで
[00:47:48] うんへえ知ってんのでもお前らがなんで
[00:48:02] マジで言っ
[00:48:02] マジで言っ
[00:48:07] てるあの中に眠ってんのがどういう存在か
[00:48:07] てるあの中に眠ってんのがどういう存在か
[00:48:22] のあれはいやあの方はあたらの思だ最初の
[00:48:22] のあれはいやあの方はあたらの思だ最初の
[00:48:38] なだろ
[00:48:38] なだろ
[00:48:44] だろあら計画があってさそこで大先輩の力
[00:48:44] だろあら計画があってさそこで大先輩の力
[00:48:54] だああ
[00:48:54] だああ
[00:48:56] うん私含めて
[00:48:56] うん私含めて
[00:48:58] [音楽]
[00:48:58] [音楽]
[00:49:03] 4ビーストって名乗ってんだかっこいい
[00:49:03] 4ビーストって名乗ってんだかっこいい
[00:49:08] だろうでもあの棺開けられなくて困ってん
[00:49:08] だろうでもあの棺開けられなくて困ってん
[00:49:08] だ
[00:49:08] だ
[00:49:12] よ無理やり開けたら大先輩が死んじゃう
[00:49:12] よ無理やり開けたら大先輩が死んじゃう
[00:49:19] みたいでさそれで聞くけどお前ら何か適な
[00:49:19] みたいでさそれで聞くけどお前ら何か適な
[00:49:31] よそうだなあ何があっかな
[00:49:31] よそうだなあ何があっかな
[00:49:36] あクリスタルの秘密と交換ってのはどうだ
[00:49:36] あクリスタルの秘密と交換ってのはどうだ
[00:49:48] かさっき見てたじゃん私が制御するとこ
[00:49:48] かさっき見てたじゃん私が制御するとこ
[00:49:53] これは私らが作ったんだ半分は偶然だった
[00:49:53] これは私らが作ったんだ半分は偶然だった
[00:49:56] けどまうまくいったからいいだろ
[00:49:56] けどまうまくいったからいいだろ
[00:50:08] どうよこれなら取引の価値があるだろお前
[00:50:09] どうよこれなら取引の価値があるだろお前
[00:50:12] らが大好きな人類の役に立つ絶好の
[00:50:12] らが大好きな人類の役に立つ絶好の
[00:50:21] ぞそんな時間やれないって私せっかちだ
[00:50:21] ぞそんな時間やれないって私せっかちだ
[00:50:22] から
[00:50:22] から
[00:50:27] さまあ2度とないチャンスかもしんないし
[00:50:27] さまあ2度とないチャンスかもしんないし
[00:50:29] 待ってやる
[00:50:29] 待ってやる
[00:50:30] よ
[00:50:30] よ
[00:50:42] な
[00:50:42] な
[00:50:44] あそれが
[00:50:44] あそれが
[00:50:46] さ
[00:50:46] さ
[00:51:18] でAピラー3期室最高速度で行きます何の
[00:51:18] でAピラー3期室最高速度で行きます何の
[00:51:32] Aピラー到達を確認稼動シーケンス
[00:51:32] Aピラー到達を確認稼動シーケンス
[00:51:35] コンディションチェック省略アーク先生
[00:51:35] コンディションチェック省略アーク先生
[00:51:48] 開始なんだよ
[00:51:48] 開始なんだよ
[00:52:30] らなんだ動かせねえ関節には気を使って
[00:52:30] らなんだ動かせねえ関節には気を使って
[00:52:30] おけ
[00:52:31] おけ
[00:52:32] 化け物ご
[00:52:32] 化け物ご
[00:52:45] も直撃狙い行って
[00:52:45] も直撃狙い行って
[00:53:04] オちょっと強盗みたいです
[00:53:04] オちょっと強盗みたいです
[00:53:08] ねそういうこと言わないの悪いことした
[00:53:08] ねそういうこと言わないの悪いことした
[00:53:11] 気分になるでしょ確保した対ルートに誘導
[00:53:11] 気分になるでしょ確保した対ルートに誘導
[00:53:21] ます開けてしまえばアール
[00:53:21] ます開けてしまえばアール
[00:53:23] は私
[00:53:23] は私
[00:53:27] の宝
[00:53:27] の宝
[00:53:34] 願い返して上こと私
[00:53:34] 願い返して上こと私
[00:53:36] が
[00:53:36] が
[00:53:38] 必ず帰らせ
[00:53:38] 必ず帰らせ
[00:53:40] て
[00:53:40] て
[00:53:43] あげる待っ
[00:53:43] あげる待っ
[00:53:45] てて私
[00:53:45] てて私
[00:53:47] の
[00:53:47] の
[00:53:50] 憧れ私
[00:53:50] 憧れ私
[00:54:08] かでしたら速度を上げてください
[00:54:08] かでしたら速度を上げてください
[00:54:16] ですハーモニーキューブの活動量が増加し
[00:54:16] ですハーモニーキューブの活動量が増加し
[00:54:20] 電磁波を大量に放出していることが活発化
[00:54:20] 電磁波を大量に放出していることが活発化
[00:54:23] の原因だと推測していますおよそ20分
[00:54:23] の原因だと推測していますおよそ20分
[00:55:09] とはいえ弱点を見抜いたことと悔を利用し
[00:55:09] とはいえ弱点を見抜いたことと悔を利用し
[00:55:13] た柔軟な戦術は認めてやる大したものだ
[00:55:13] た柔軟な戦術は認めてやる大したものだ
[00:55:21] な
[00:55:21] な
[00:55:27] ああウファがそんなことを言うなんては
[00:55:27] ああウファがそんなことを言うなんては
[00:55:33] あらベスティどうしたのウファのあの顔見
[00:55:33] あらベスティどうしたのウファのあの顔見
[00:55:36] たことある
[00:55:36] たことある
[00:55:43] そう覚えてたのねうんラピと一緒にいる時
[00:55:43] そう覚えてたのねうんラピと一緒にいる時
[00:55:47] いつもああいう顔だったよねひ久しぶりに
[00:55:47] いつもああいう顔だったよねひ久しぶりに
[00:55:50] 見れて嬉しいな
[00:55:50] 見れて嬉しいな
[00:55:56] えそうねあのベモスってやつ追いかけてわ
[00:55:56] えそうねあのベモスってやつ追いかけてわ
[00:56:02] よねおそらくは棺を狙っているみたいです
[00:56:02] よねおそらくは棺を狙っているみたいです
[00:56:07] から急にちょっと怖くなってきちゃった
[00:56:07] から急にちょっと怖くなってきちゃった
[00:56:11] なんでですか知らないヘレティックに追わ
[00:56:11] なんでですか知らないヘレティックに追わ
[00:56:16] れててその大先輩までここにいるから本当
[00:56:16] れててその大先輩までここにいるから本当
[00:56:20] に怖がりですね私たちもアブソルートの皆
[00:56:20] に怖がりですね私たちもアブソルートの皆
[00:56:23] さんもいるじゃないですか
[00:56:23] さんもいるじゃないですか
[00:56:28] えネオンは怖くないの当然
[00:56:28] えネオンは怖くないの当然
[00:56:33] ですすみませんちょっと怖いです
[00:56:33] ですすみませんちょっと怖いです
[00:56:37] ありがとう少し元気が出たわみんな堂々と
[00:56:37] ありがとう少し元気が出たわみんな堂々と
[00:56:42] してるからさ弱気なのは自分だけかって
[00:56:42] してるからさ弱気なのは自分だけかって
[00:56:53] 頑張ろう誠に申し訳ありません
[00:56:53] 頑張ろう誠に申し訳ありません
[00:56:59] が次からはでだけをけてく戦闘の余波で
[00:56:59] が次からはでだけをけてく戦闘の余波で
[00:57:03] 持ち込んだ機材や物資が大量に破損して
[00:57:03] 持ち込んだ機材や物資が大量に破損して
[00:57:12] た外性はひどくありません簡単な処置程度
[00:57:12] た外性はひどくありません簡単な処置程度
[00:57:16] なら私も行いますので差し当たっての修理
[00:57:16] なら私も行いますので差し当たっての修理
[00:57:25] た修理中に判明したことがあります
[00:57:25] た修理中に判明したことがあります
[00:57:30] グレイブのボディは量産型2家のものです
[00:57:30] グレイブのボディは量産型2家のものです
[00:57:36] え量産型2家それってどういうしかもほぼ
[00:57:36] え量産型2家それってどういうしかもほぼ
[00:57:40] 初期のモデルでしたつまり100年以上前
[00:57:40] 初期のモデルでしたつまり100年以上前
[00:57:48] ですたった今その実例が確認できたという
[00:57:48] ですたった今その実例が確認できたという
[00:57:51] ことです脳をスキャンすれば何があったの
[00:57:51] ことです脳をスキャンすれば何があったの
[00:57:54] か分かるでしょう検査用の装備を持ち込ん
[00:57:54] か分かるでしょう検査用の装備を持ち込ん
[00:57:58] でいないのが残念ですそれから回収された
[00:57:59] でいないのが残念ですそれから回収された
[00:58:02] 棺と箱上の重機ですがセキュリティレベル
[00:58:03] 棺と箱上の重機ですがセキュリティレベル
[00:58:06] は高くありませんすぐに開けられます中を
[00:58:06] は高くありませんすぐに開けられます中を
[00:58:13] かわかりましたグレイブの意識はいつ戻り
[00:58:13] かわかりましたグレイブの意識はいつ戻り
[00:58:18] そう現在は鎮剤を投与しています興奮剤を
[00:58:18] そう現在は鎮剤を投与しています興奮剤を
[00:58:28] でしょう官あまり賛成できませ
[00:58:28] でしょう官あまり賛成できませ
[00:58:32] [音楽]
[00:58:32] [音楽]
[00:58:33] ん
[00:58:33] ん
[00:58:36] [音楽]
[00:58:36] [音楽]
[00:58:57] あレッドフードがるような相手ならそれ
[00:58:57] あレッドフードがるような相手ならそれ
[00:59:40] まただまりかやはりお前は何もわかりまし
[00:59:40] まただまりかやはりお前は何もわかりまし
[00:59:43] た起こしてあげて
[00:59:44] た起こしてあげて
[00:59:48] マナあちらから攻撃されない限り私も攻撃
[00:59:48] マナあちらから攻撃されない限り私も攻撃
[00:59:49] しませ
[00:59:49] しませ
[00:59:53] ん言われたからってすんなり聞くのかあれ
[00:59:53] ん言われたからってすんなり聞くのかあれ
